session_ID,packetId,measure,value,lapCount,currentLapTime
52983d4d-bea3-4d5a-9867-b35639167df1,289034,3,0,1,3800
52983d4d-bea3-4d5a-9867-b35639167df1,289046,1,166,1,4000
52983d4d-bea3-4d5a-9867-b35639167df1,289046,2,100,1,4000
52983d4d-bea3-4d5a-9867-b35639167df1,289046,3,0,1,4000
52983d4d-bea3-4d5a-9867-b35639167df1,289058,1,157,1,4200
52983d4d-bea3-4d5a-9867-b35639167df1,289058,2,93,1,4200
52983d4d-bea3-4d5a-9867-b35639167df1,289058,3,0,1,4200
52983d4d-bea3-4d5a-9867-b35639167df1,289070,1,148,1,4400
52983d4d-bea3-4d5a-9867-b35639167df1,289070,2,83,1,4400
52983d4d-bea3-4d5a-9867-b35639167df1,289070,3,55,1,4400
52983d4d-bea3-4d5a-9867-b35639167df1,289082,1,140,1,4600
52983d4d-bea3-4d5a-9867-b35639167df1,289082,2,40,1,4600
52983d4d-bea3-4d5a-9867-b35639167df1,289082,3,0,1,4600
52983d4d-bea3-4d5a-9867-b35639167df1,289094,1,136,1,4800
52983d4d-bea3-4d5a-9867-b35639167df1,289094,2,19,1,4800
52983d4d-bea3-4d5a-9867-b35639167df1,289094,3,0,1,4800
52983d4d-bea3-4d5a-9867-b35639167df1,289106,1,135,1,5000
52983d4d-bea3-4d5a-9867-b35639167df1,289106,2,0,1,5000
52983d4d-bea3-4d5a-9867-b35639167df1,289106,3,0,1,5000
52983d4d-bea3-4d5a-9867-b35639167df1,289118,1,134,1,5200
52983d4d-bea3-4d5a-9867-b35639167df1,289118,2,0,1,5200
52983d4d-bea3-4d5a-9867-b35639167df1,289118,3,0,1,5200
52983d4d-bea3-4d5a-9867-b35639167df1,289130,1,133,1,5400
52983d4d-bea3-4d5a-9867-b35639167df1,289130,2,0,1,5400
52983d4d-bea3-4d5a-9867-b35639167df1,289130,3,2,1,5400
52983d4d-bea3-4d5a-9867-b35639167df1,289142,1,132,1,5600
52983d4d-bea3-4d5a-9867-b35639167df1,289142,2,0,1,5600
52983d4d-bea3-4d5a-9867-b35639167df1,289142,3,0,1,5600
52983d4d-bea3-4d5a-9867-b35639167df1,289154,1,132,1,5800
52983d4d-bea3-4d5a-9867-b35639167df1,289154,2,0,1,5800
52983d4d-bea3-4d5a-9867-b35639167df1,289154,3,3,1,5800
52983d4d-bea3-4d5a-9867-b35639167df1,289166,1,131,1,6000
52983d4d-bea3-4d5a-9867-b35639167df1,289166,2,0,1,6000
52983d4d-bea3-4d5a-9867-b35639167df1,289166,3,5,1,6000
52983d4d-bea3-4d5a-9867-b35639167df1,289178,1,131,1,6200
52983d4d-bea3-4d5a-9867-b35639167df1,289178,2,0,1,6200
52983d4d-bea3-4d5a-9867-b35639167df1,289178,3,16,1,6200
52983d4d-bea3-4d5a-9867-b35639167df1,289190,1,131,1,6400
52983d4d-bea3-4d5a-9867-b35639167df1,289190,2,0,1,6400
52983d4d-bea3-4d5a-9867-b35639167df1,289190,3,34,1,6400
52983d4d-bea3-4d5a-9867-b35639167df1,289202,1,133,1,6600
52983d4d-bea3-4d5a-9867-b35639167df1,289202,2,0,1,6600
52983d4d-bea3-4d5a-9867-b35639167df1,289202,3,69,1,6600
52983d4d-bea3-4d5a-9867-b35639167df1,289214,1,137,1,6800
52983d4d-bea3-4d5a-9867-b35639167df1,289214,2,0,1,6800
52983d4d-bea3-4d5a-9867-b35639167df1,289214,3,90,1,6800
52983d4d-bea3-4d5a-9867-b35639167df1,289226,1,141,1,7000
52983d4d-bea3-4d5a-9867-b35639167df1,289226,2,0,1,7000
52983d4d-bea3-4d5a-9867-b35639167df1,289226,3,94,1,7000
52983d4d-bea3-4d5a-9867-b35639167df1,289238,1,145,1,7200
52983d4d-bea3-4d5a-9867-b35639167df1,289238,2,0,1,7200
52983d4d-bea3-4d5a-9867-b35639167df1,289238,3,93,1,7200
52983d4d-bea3-4d5a-9867-b35639167df1,289250,1,149,1,7400
52983d4d-bea3-4d5a-9867-b35639167df1,289250,2,0,1,7400
52983d4d-bea3-4d5a-9867-b35639167df1,289250,3,55,1,7400
52983d4d-bea3-4d5a-9867-b35639167df1,289262,1,152,1,7600
52983d4d-bea3-4d5a-9867-b35639167df1,289262,2,0,1,7600
52983d4d-bea3-4d5a-9867-b35639167df1,289262,3,93,1,7600
52983d4d-bea3-4d5a-9867-b35639167df1,289274,1,155,1,7800
52983d4d-bea3-4d5a-9867-b35639167df1,289274,2,0,1,7800
52983d4d-bea3-4d5a-9867-b35639167df1,289274,3,100,1,7800
52983d4d-bea3-4d5a-9867-b35639167df1,289286,1,158,1,8000
52983d4d-bea3-4d5a-9867-b35639167df1,289286,2,0,1,8000
52983d4d-bea3-4d5a-9867-b35639167df1,289286,3,100,1,8000
52983d4d-bea3-4d5a-9867-b35639167df1,289298,1,161,1,8200
52983d4d-bea3-4d5a-9867-b35639167df1,289298,2,0,1,8200
52983d4d-bea3-4d5a-9867-b35639167df1,289298,3,100,1,8200
52983d4d-bea3-4d5a-9867-b35639167df1,289310,1,164,1,8400
52983d4d-bea3-4d5a-9867-b35639167df1,289310,2,0,1,8400
52983d4d-bea3-4d5a-9867-b35639167df1,289310,3,100,1,8400
52983d4d-bea3-4d5a-9867-b35639167df1,289322,1,166,1,8600
52983d4d-bea3-4d5a-9867-b35639167df1,289322,2,0,1,8600
52983d4d-bea3-4d5a-9867-b35639167df1,289322,3,100,1,8600
52983d4d-bea3-4d5a-9867-b35639167df1,289334,1,168,1,8800
52983d4d-bea3-4d5a-9867-b35639167df1,289334,2,0,1,8800
52983d4d-bea3-4d5a-9867-b35639167df1,289334,3,100,1,8800
52983d4d-bea3-4d5a-9867-b35639167df1,289346,1,171,1,9000
52983d4d-bea3-4d5a-9867-b35639167df1,289346,2,0,1,9000
52983d4d-bea3-4d5a-9867-b35639167df1,289346,3,100,1,9000
52983d4d-bea3-4d5a-9867-b35639167df1,289358,1,172,1,9200
52983d4d-bea3-4d5a-9867-b35639167df1,289358,2,0,1,9200
52983d4d-bea3-4d5a-9867-b35639167df1,289358,3,100,1,9200
52983d4d-bea3-4d5a-9867-b35639167df1,289370,1,174,1,9400
52983d4d-bea3-4d5a-9867-b35639167df1,289370,2,0,1,9400
52983d4d-bea3-4d5a-9867-b35639167df1,289370,3,100,1,9400
52983d4d-bea3-4d5a-9867-b35639167df1,289382,1,176,1,9600
52983d4d-bea3-4d5a-9867-b35639167df1,289382,2,0,1,9600
52983d4d-bea3-4d5a-9867-b35639167df1,289382,3,100,1,9600
52983d4d-bea3-4d5a-9867-b35639167df1,289394,1,177,1,9800
52983d4d-bea3-4d5a-9867-b35639167df1,289394,2,0,1,9800
52983d4d-bea3-4d5a-9867-b35639167df1,289394,3,11,1,9800
52983d4d-bea3-4d5a-9867-b35639167df1,289406,1,178,1,10000
52983d4d-bea3-4d5a-9867-b35639167df1,289406,2,0,1,10000
52983d4d-bea3-4d5a-9867-b35639167df1,289406,3,100,1,10000
52983d4d-bea3-4d5a-9867-b35639167df1,289418,1,179,1,10200
52983d4d-bea3-4d5a-9867-b35639167df1,289418,2,0,1,10200
52983d4d-bea3-4d5a-9867-b35639167df1,289418,3,100,1,10200
52983d4d-bea3-4d5a-9867-b35639167df1,289430,1,181,1,10400
52983d4d-bea3-4d5a-9867-b35639167df1,289430,2,0,1,10400
52983d4d-bea3-4d5a-9867-b35639167df1,289430,3,100,1,10400
52983d4d-bea3-4d5a-9867-b35639167df1,289442,1,182,1,10600
52983d4d-bea3-4d5a-9867-b35639167df1,289442,2,0,1,10600
52983d4d-bea3-4d5a-9867-b35639167df1,289442,3,100,1,10600
52983d4d-bea3-4d5a-9867-b35639167df1,289454,1,183,1,10800
52983d4d-bea3-4d5a-9867-b35639167df1,289454,2,0,1,10800
52983d4d-bea3-4d5a-9867-b35639167df1,289454,3,100,1,10800
52983d4d-bea3-4d5a-9867-b35639167df1,289466,1,182,1,11000
52983d4d-bea3-4d5a-9867-b35639167df1,289466,2,100,1,11000
52983d4d-bea3-4d5a-9867-b35639167df1,289466,3,33,1,11000
52983d4d-bea3-4d5a-9867-b35639167df1,289478,1,169,1,11200
52983d4d-bea3-4d5a-9867-b35639167df1,289478,2,100,1,11200
52983d4d-bea3-4d5a-9867-b35639167df1,289478,3,0,1,11200
52983d4d-bea3-4d5a-9867-b35639167df1,289490,1,154,1,11400
52983d4d-bea3-4d5a-9867-b35639167df1,289490,2,100,1,11400
52983d4d-bea3-4d5a-9867-b35639167df1,289490,3,0,1,11400
52983d4d-bea3-4d5a-9867-b35639167df1,289502,1,142,1,11600
52983d4d-bea3-4d5a-9867-b35639167df1,289502,2,100,1,11600
52983d4d-bea3-4d5a-9867-b35639167df1,289502,3,55,1,11600
52983d4d-bea3-4d5a-9867-b35639167df1,289514,1,129,1,11800
52983d4d-bea3-4d5a-9867-b35639167df1,289514,2,100,1,11800
52983d4d-bea3-4d5a-9867-b35639167df1,289514,3,0,1,11800
52983d4d-bea3-4d5a-9867-b35639167df1,289526,1,117,1,12000
52983d4d-bea3-4d5a-9867-b35639167df1,289526,2,100,1,12000
52983d4d-bea3-4d5a-9867-b35639167df1,289526,3,0,1,12000
52983d4d-bea3-4d5a-9867-b35639167df1,289538,1,105,1,12200
52983d4d-bea3-4d5a-9867-b35639167df1,289538,2,100,1,12200
52983d4d-bea3-4d5a-9867-b35639167df1,289538,3,0,1,12200
52983d4d-bea3-4d5a-9867-b35639167df1,289550,1,94,1,12400
52983d4d-bea3-4d5a-9867-b35639167df1,289550,2,100,1,12400
52983d4d-bea3-4d5a-9867-b35639167df1,289550,3,0,1,12400
52983d4d-bea3-4d5a-9867-b35639167df1,289562,1,83,1,12600
52983d4d-bea3-4d5a-9867-b35639167df1,289562,2,100,1,12600
52983d4d-bea3-4d5a-9867-b35639167df1,289562,3,0,1,12600
52983d4d-bea3-4d5a-9867-b35639167df1,289574,1,73,1,12800
52983d4d-bea3-4d5a-9867-b35639167df1,289574,2,41,1,12800
52983d4d-bea3-4d5a-9867-b35639167df1,289574,3,1,1,12800
52983d4d-bea3-4d5a-9867-b35639167df1,289586,1,70,1,13000
52983d4d-bea3-4d5a-9867-b35639167df1,289586,2,0,1,13000
52983d4d-bea3-4d5a-9867-b35639167df1,289586,3,3,1,13000
52983d4d-bea3-4d5a-9867-b35639167df1,289598,1,69,1,13200
52983d4d-bea3-4d5a-9867-b35639167df1,289598,2,4,1,13200
52983d4d-bea3-4d5a-9867-b35639167df1,289598,3,4,1,13200
52983d4d-bea3-4d5a-9867-b35639167df1,289610,1,68,1,13400
52983d4d-bea3-4d5a-9867-b35639167df1,289610,2,0,1,13400
52983d4d-bea3-4d5a-9867-b35639167df1,289610,3,13,1,13400
52983d4d-bea3-4d5a-9867-b35639167df1,289622,1,68,1,13600
52983d4d-bea3-4d5a-9867-b35639167df1,289622,2,0,1,13600
52983d4d-bea3-4d5a-9867-b35639167df1,289622,3,18,1,13600
52983d4d-bea3-4d5a-9867-b35639167df1,289634,1,68,1,13800
52983d4d-bea3-4d5a-9867-b35639167df1,289634,2,0,1,13800
52983d4d-bea3-4d5a-9867-b35639167df1,289634,3,18,1,13800
52983d4d-bea3-4d5a-9867-b35639167df1,289646,1,69,1,14000
52983d4d-bea3-4d5a-9867-b35639167df1,289646,2,0,1,14000
52983d4d-bea3-4d5a-9867-b35639167df1,289646,3,16,1,14000
52983d4d-bea3-4d5a-9867-b35639167df1,289658,1,69,1,14200
52983d4d-bea3-4d5a-9867-b35639167df1,289658,2,0,1,14200
52983d4d-bea3-4d5a-9867-b35639167df1,289658,3,16,1,14200
52983d4d-bea3-4d5a-9867-b35639167df1,289670,1,69,1,14400
52983d4d-bea3-4d5a-9867-b35639167df1,289670,2,0,1,14400
52983d4d-bea3-4d5a-9867-b35639167df1,289670,3,16,1,14400
52983d4d-bea3-4d5a-9867-b35639167df1,289682,1,69,1,14600
52983d4d-bea3-4d5a-9867-b35639167df1,289682,2,0,1,14600
52983d4d-bea3-4d5a-9867-b35639167df1,289682,3,9,1,14600
52983d4d-bea3-4d5a-9867-b35639167df1,289694,1,69,1,14800
52983d4d-bea3-4d5a-9867-b35639167df1,289694,2,0,1,14800
52983d4d-bea3-4d5a-9867-b35639167df1,289694,3,6,1,14800
52983d4d-bea3-4d5a-9867-b35639167df1,289706,1,68,1,15000
52983d4d-bea3-4d5a-9867-b35639167df1,289706,2,0,1,15000
52983d4d-bea3-4d5a-9867-b35639167df1,289706,3,1,1,15000
52983d4d-bea3-4d5a-9867-b35639167df1,289718,1,67,1,15200
52983d4d-bea3-4d5a-9867-b35639167df1,289718,2,0,1,15200
52983d4d-bea3-4d5a-9867-b35639167df1,289718,3,2,1,15200
52983d4d-bea3-4d5a-9867-b35639167df1,289730,1,66,1,15400
52983d4d-bea3-4d5a-9867-b35639167df1,289730,2,0,1,15400
52983d4d-bea3-4d5a-9867-b35639167df1,289730,3,2,1,15400
52983d4d-bea3-4d5a-9867-b35639167df1,289742,1,66,1,15600
52983d4d-bea3-4d5a-9867-b35639167df1,289742,2,0,1,15600
52983d4d-bea3-4d5a-9867-b35639167df1,289742,3,7,1,15600
52983d4d-bea3-4d5a-9867-b35639167df1,289754,1,66,1,15800
52983d4d-bea3-4d5a-9867-b35639167df1,289754,2,0,1,15800
52983d4d-bea3-4d5a-9867-b35639167df1,289754,3,14,1,15800
52983d4d-bea3-4d5a-9867-b35639167df1,289766,1,67,1,16000
52983d4d-bea3-4d5a-9867-b35639167df1,289766,2,0,1,16000
52983d4d-bea3-4d5a-9867-b35639167df1,289766,3,17,1,16000
52983d4d-bea3-4d5a-9867-b35639167df1,289778,1,68,1,16200
52983d4d-bea3-4d5a-9867-b35639167df1,289778,2,0,1,16200
52983d4d-bea3-4d5a-9867-b35639167df1,289778,3,28,1,16200
52983d4d-bea3-4d5a-9867-b35639167df1,289790,1,70,1,16400
52983d4d-bea3-4d5a-9867-b35639167df1,289790,2,0,1,16400
52983d4d-bea3-4d5a-9867-b35639167df1,289790,3,40,1,16400
52983d4d-bea3-4d5a-9867-b35639167df1,289802,1,75,1,16600
52983d4d-bea3-4d5a-9867-b35639167df1,289802,2,0,1,16600
52983d4d-bea3-4d5a-9867-b35639167df1,289802,3,100,1,16600
52983d4d-bea3-4d5a-9867-b35639167df1,289814,1,81,1,16800
52983d4d-bea3-4d5a-9867-b35639167df1,289814,2,0,1,16800
52983d4d-bea3-4d5a-9867-b35639167df1,289814,3,89,1,16800
52983d4d-bea3-4d5a-9867-b35639167df1,289826,1,85,1,17000
52983d4d-bea3-4d5a-9867-b35639167df1,289826,2,0,1,17000
52983d4d-bea3-4d5a-9867-b35639167df1,289826,3,55,1,17000
52983d4d-bea3-4d5a-9867-b35639167df1,289838,1,88,1,17200
52983d4d-bea3-4d5a-9867-b35639167df1,289838,2,0,1,17200
52983d4d-bea3-4d5a-9867-b35639167df1,289838,3,55,1,17200
52983d4d-bea3-4d5a-9867-b35639167df1,289850,1,92,1,17400
52983d4d-bea3-4d5a-9867-b35639167df1,289850,2,0,1,17400
52983d4d-bea3-4d5a-9867-b35639167df1,289850,3,73,1,17400
52983d4d-bea3-4d5a-9867-b35639167df1,289862,1,97,1,17600
52983d4d-bea3-4d5a-9867-b35639167df1,289862,2,0,1,17600
52983d4d-bea3-4d5a-9867-b35639167df1,289862,3,87,1,17600
52983d4d-bea3-4d5a-9867-b35639167df1,289874,1,103,1,17800
52983d4d-bea3-4d5a-9867-b35639167df1,289874,2,0,1,17800
52983d4d-bea3-4d5a-9867-b35639167df1,289874,3,100,1,17800
52983d4d-bea3-4d5a-9867-b35639167df1,289886,1,109,1,18000
52983d4d-bea3-4d5a-9867-b35639167df1,289886,2,0,1,18000
52983d4d-bea3-4d5a-9867-b35639167df1,289886,3,100,1,18000
52983d4d-bea3-4d5a-9867-b35639167df1,289898,1,113,1,18200
52983d4d-bea3-4d5a-9867-b35639167df1,289898,2,0,1,18200
52983d4d-bea3-4d5a-9867-b35639167df1,289898,3,100,1,18200
52983d4d-bea3-4d5a-9867-b35639167df1,289910,1,118,1,18400
52983d4d-bea3-4d5a-9867-b35639167df1,289910,2,0,1,18400
52983d4d-bea3-4d5a-9867-b35639167df1,289910,3,93,1,18400
52983d4d-bea3-4d5a-9867-b35639167df1,289922,1,122,1,18600
52983d4d-bea3-4d5a-9867-b35639167df1,289922,2,0,1,18600
52983d4d-bea3-4d5a-9867-b35639167df1,289922,3,100,1,18600
52983d4d-bea3-4d5a-9867-b35639167df1,289934,1,127,1,18800
52983d4d-bea3-4d5a-9867-b35639167df1,289934,2,0,1,18800
52983d4d-bea3-4d5a-9867-b35639167df1,289934,3,100,1,18800
52983d4d-bea3-4d5a-9867-b35639167df1,289946,1,132,1,19000
52983d4d-bea3-4d5a-9867-b35639167df1,289946,2,0,1,19000
52983d4d-bea3-4d5a-9867-b35639167df1,289946,3,100,1,19000
52983d4d-bea3-4d5a-9867-b35639167df1,289958,1,137,1,19200
52983d4d-bea3-4d5a-9867-b35639167df1,289958,2,0,1,19200
52983d4d-bea3-4d5a-9867-b35639167df1,289958,3,100,1,19200
52983d4d-bea3-4d5a-9867-b35639167df1,289970,1,141,1,19400
52983d4d-bea3-4d5a-9867-b35639167df1,289970,2,0,1,19400
52983d4d-bea3-4d5a-9867-b35639167df1,289970,3,100,1,19400
52983d4d-bea3-4d5a-9867-b35639167df1,289982,1,145,1,19600
52983d4d-bea3-4d5a-9867-b35639167df1,289982,2,0,1,19600
52983d4d-bea3-4d5a-9867-b35639167df1,289982,3,100,1,19600
52983d4d-bea3-4d5a-9867-b35639167df1,289994,1,149,1,19800
52983d4d-bea3-4d5a-9867-b35639167df1,289994,2,0,1,19800
52983d4d-bea3-4d5a-9867-b35639167df1,289994,3,0,1,19800
52983d4d-bea3-4d5a-9867-b35639167df1,290006,1,152,1,20000
52983d4d-bea3-4d5a-9867-b35639167df1,290006,2,0,1,20000
52983d4d-bea3-4d5a-9867-b35639167df1,290006,3,100,1,20000
52983d4d-bea3-4d5a-9867-b35639167df1,290018,1,156,1,20200
52983d4d-bea3-4d5a-9867-b35639167df1,290018,2,0,1,20200
52983d4d-bea3-4d5a-9867-b35639167df1,290018,3,91,1,20200
52983d4d-bea3-4d5a-9867-b35639167df1,290030,1,159,1,20400
52983d4d-bea3-4d5a-9867-b35639167df1,290030,2,0,1,20400
52983d4d-bea3-4d5a-9867-b35639167df1,290030,3,92,1,20400
52983d4d-bea3-4d5a-9867-b35639167df1,290042,1,163,1,20600
52983d4d-bea3-4d5a-9867-b35639167df1,290042,2,0,1,20600
52983d4d-bea3-4d5a-9867-b35639167df1,290042,3,100,1,20600
52983d4d-bea3-4d5a-9867-b35639167df1,290054,1,165,1,20800
52983d4d-bea3-4d5a-9867-b35639167df1,290054,2,53,1,20800
52983d4d-bea3-4d5a-9867-b35639167df1,290054,3,20,1,20800
52983d4d-bea3-4d5a-9867-b35639167df1,290066,1,155,1,21000
52983d4d-bea3-4d5a-9867-b35639167df1,290066,2,100,1,21000
52983d4d-bea3-4d5a-9867-b35639167df1,290066,3,0,1,21000
52983d4d-bea3-4d5a-9867-b35639167df1,290078,1,142,1,21200
52983d4d-bea3-4d5a-9867-b35639167df1,290078,2,100,1,21200
52983d4d-bea3-4d5a-9867-b35639167df1,290078,3,0,1,21200
52983d4d-bea3-4d5a-9867-b35639167df1,290090,1,129,1,21400
52983d4d-bea3-4d5a-9867-b35639167df1,290090,2,100,1,21400
52983d4d-bea3-4d5a-9867-b35639167df1,290090,3,0,1,21400
52983d4d-bea3-4d5a-9867-b35639167df1,290102,1,117,1,21600
52983d4d-bea3-4d5a-9867-b35639167df1,290102,2,100,1,21600
52983d4d-bea3-4d5a-9867-b35639167df1,290102,3,0,1,21600
52983d4d-bea3-4d5a-9867-b35639167df1,290114,1,112,1,21800
52983d4d-bea3-4d5a-9867-b35639167df1,290114,2,4,1,21800
52983d4d-bea3-4d5a-9867-b35639167df1,290114,3,5,1,21800
52983d4d-bea3-4d5a-9867-b35639167df1,290126,1,111,1,22000
52983d4d-bea3-4d5a-9867-b35639167df1,290126,2,0,1,22000
52983d4d-bea3-4d5a-9867-b35639167df1,290126,3,11,1,22000
52983d4d-bea3-4d5a-9867-b35639167df1,290138,1,111,1,22200
52983d4d-bea3-4d5a-9867-b35639167df1,290138,2,0,1,22200
52983d4d-bea3-4d5a-9867-b35639167df1,290138,3,13,1,22200
52983d4d-bea3-4d5a-9867-b35639167df1,290150,1,110,1,22400
52983d4d-bea3-4d5a-9867-b35639167df1,290150,2,0,1,22400
52983d4d-bea3-4d5a-9867-b35639167df1,290150,3,12,1,22400
52983d4d-bea3-4d5a-9867-b35639167df1,290162,1,109,1,22600
52983d4d-bea3-4d5a-9867-b35639167df1,290162,2,0,1,22600
52983d4d-bea3-4d5a-9867-b35639167df1,290162,3,13,1,22600
52983d4d-bea3-4d5a-9867-b35639167df1,290174,1,109,1,22800
52983d4d-bea3-4d5a-9867-b35639167df1,290174,2,0,1,22800
52983d4d-bea3-4d5a-9867-b35639167df1,290174,3,25,1,22800
52983d4d-bea3-4d5a-9867-b35639167df1,290186,1,109,1,23000
52983d4d-bea3-4d5a-9867-b35639167df1,290186,2,0,1,23000
52983d4d-bea3-4d5a-9867-b35639167df1,290186,3,61,1,23000
52983d4d-bea3-4d5a-9867-b35639167df1,290198,1,111,1,23200
52983d4d-bea3-4d5a-9867-b35639167df1,290198,2,0,1,23200
52983d4d-bea3-4d5a-9867-b35639167df1,290198,3,56,1,23200
52983d4d-bea3-4d5a-9867-b35639167df1,290210,1,112,1,23400
52983d4d-bea3-4d5a-9867-b35639167df1,290210,2,0,1,23400
52983d4d-bea3-4d5a-9867-b35639167df1,290210,3,61,1,23400
52983d4d-bea3-4d5a-9867-b35639167df1,290222,1,114,1,23600
52983d4d-bea3-4d5a-9867-b35639167df1,290222,2,0,1,23600
52983d4d-bea3-4d5a-9867-b35639167df1,290222,3,63,1,23600
52983d4d-bea3-4d5a-9867-b35639167df1,290234,1,115,1,23800
52983d4d-bea3-4d5a-9867-b35639167df1,290234,2,0,1,23800
52983d4d-bea3-4d5a-9867-b35639167df1,290234,3,66,1,23800
52983d4d-bea3-4d5a-9867-b35639167df1,290246,1,117,1,24000
52983d4d-bea3-4d5a-9867-b35639167df1,290246,2,0,1,24000
52983d4d-bea3-4d5a-9867-b35639167df1,290246,3,70,1,24000
52983d4d-bea3-4d5a-9867-b35639167df1,290258,1,120,1,24200
52983d4d-bea3-4d5a-9867-b35639167df1,290258,2,0,1,24200
52983d4d-bea3-4d5a-9867-b35639167df1,290258,3,80,1,24200
52983d4d-bea3-4d5a-9867-b35639167df1,290270,1,123,1,24400
52983d4d-bea3-4d5a-9867-b35639167df1,290270,2,0,1,24400
52983d4d-bea3-4d5a-9867-b35639167df1,290270,3,91,1,24400
52983d4d-bea3-4d5a-9867-b35639167df1,290282,1,126,1,24600
52983d4d-bea3-4d5a-9867-b35639167df1,290282,2,0,1,24600
52983d4d-bea3-4d5a-9867-b35639167df1,290282,3,78,1,24600
52983d4d-bea3-4d5a-9867-b35639167df1,290294,1,129,1,24800
52983d4d-bea3-4d5a-9867-b35639167df1,290294,2,0,1,24800
52983d4d-bea3-4d5a-9867-b35639167df1,290294,3,78,1,24800
52983d4d-bea3-4d5a-9867-b35639167df1,290306,1,131,1,25000
52983d4d-bea3-4d5a-9867-b35639167df1,290306,2,0,1,25000
52983d4d-bea3-4d5a-9867-b35639167df1,290306,3,76,1,25000
52983d4d-bea3-4d5a-9867-b35639167df1,290318,1,134,1,25200
52983d4d-bea3-4d5a-9867-b35639167df1,290318,2,0,1,25200
